Sample_ID	Library	Barcode	EO	EO_normalised	BL_inferred	Ingroup	n_raw_haps	n_after_step4	n_after_step4b	n_after_step7b	Step9_classification	Proteins_in_final_data	SI_functional_status	Dominant_failure_mode	BL_status	Final_status	Exclusion_stage	Exclusion_reason	Outcome_category
Library010_barcode47	10	47	76	EO76	BL3	1	64	48								Excluded	Step 4b — BLAST coverage filter	48 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode48	10	48	76	EO76	BL3	1	36	36								Excluded	Step 4b — BLAST coverage filter	36 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode49	10	49	76	EO76	BL3	1	28	28	16.0	12.0	normal	8.0	Functional	premature_stop	Assigned	Included			Functional
Library010_barcode50	10	50	76	EO76	BL3	1	40	32								Excluded	Step 4b — BLAST coverage filter	32 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode51	10	51	76	EO76	BL3	1	32	28	28.0	28.0	too_many_alleles	0.0	Functional	premature_stop		Excluded	Step 9 — too_many_alleles	>4 distinct proteins per individual — likely contamination / assembly artefact (Top failures: premature_stop(7))	Re_DNA_extraction
Library010_barcode52	10	52	76	EO76	BL3	1	24	16	16.0	16.0	low_functional_rate	7.0	Partial_translation_failure	ambiguous_aa	Assigned	Included			Partial_translation_failure
Library010_barcode53	10	53	76	EO76	BL3	1	52	32	24.0	24.0	no_functional_proteins	0.0	Complete_loss	premature_stop		Excluded	Step 9 — no_functional_proteins	all sequences carry premature stop codons — strong candidate for ongoing SI breakdown / self-compatibility escape; recommend controlled selfing test to phenotype (Top failures: premature_stop(24))	SI_escape_candidate
Library010_barcode54	10	54	76	EO76	BL3	1	8	8								Excluded	Step 4b — BLAST coverage filter	8 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode55	10	55	76	EO76	BL3	1	48	32	24.0	20.0	no_functional_proteins	0.0	Complete_loss	premature_stop		Excluded	Step 9 — no_functional_proteins	all sequences carry premature stop codons — strong candidate for ongoing SI breakdown / self-compatibility escape; recommend controlled selfing test to phenotype (Top failures: premature_stop(20))	SI_escape_candidate
Library010_barcode56	10	56	76	EO76	BL3	1	28	20	16.0	16.0	normal	5.0	Functional	mixed	Assigned	Included			Functional
Library010_barcode57	10	57	70	EO70	BL2	1	28	28	24.0	24.0	normal	12.0	Functional	mixed	Assigned	Included			Functional
Library010_barcode58	10	58	70	EO70	BL2	1	28	24								Excluded	Step 4b — BLAST coverage filter	24 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode59	10	59	70	EO70	BL2	1	20	20	16.0	16.0	low_functional_rate	3.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library010_barcode60	10	60	76	EO76	BL3	1	16	16	12.0	12.0	low_functional_rate	3.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library010_barcode61	10	61	76	EO76	BL3	1	32	28								Excluded	Step 4b — BLAST coverage filter	28 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode62	10	62	76	EO76	BL3	1	32	16	12.0	12.0	normal	8.0	Functional	premature_stop	Assigned	Included			Functional
Library010_barcode63	10	63	76	EO76	BL3	1	40	28	16.0	16.0	low_functional_rate	4.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library010_barcode64	10	64	76	EO76	BL3	1	32	24	16.0	12.0	normal	8.0	Functional	premature_stop	Assigned	Included			Functional
Library010_barcode65	10	65	70	EO70	BL2	1	16	16								Excluded	Step 4b — BLAST coverage filter	16 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode66	10	66	70	EO70	BL2	1	32	32	28.0	28.0	low_functional_rate	4.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library010_barcode67	10	67	70	EO70	BL2	1	44	32								Excluded	Step 4b — BLAST coverage filter	32 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode68	10	68	70	EO70	BL2	1	28	24								Excluded	Step 4b — BLAST coverage filter	24 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode69	10	69	70	EO70	BL2	1	32	24								Excluded	Step 4b — BLAST coverage filter	24 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode70	10	70	70	EO70	BL2	1	32	20								Excluded	Step 4b — BLAST coverage filter	20 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode71	10	71	70	EO70	BL2	1	32	24	12.0	12.0	low_functional_rate	4.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library010_barcode72	10	72	70	EO70	BL2	1	28	24	4.0	4.0	no_functional_proteins	0.0	Complete_loss	premature_stop		Excluded	Step 9 — no_functional_proteins	all sequences carry premature stop codons — strong candidate for ongoing SI breakdown / self-compatibility escape; recommend controlled selfing test to phenotype (Top failures: premature_stop(4))	SI_escape_candidate
Library010_barcode73	10	73	27	EO27	BL4	1	20	16	16.0	16.0	normal	8.0	Functional	ambiguous_aa	Assigned	Included			Functional
Library010_barcode74	10	74	27	EO27	BL4	1	28	12	12.0	12.0	normal	6.0	Functional	premature_stop	Assigned	Included			Functional
Library010_barcode75	10	75	27	EO27	BL4	1	36	20	20.0	16.0	normal	14.0	Functional	premature_stop	Assigned	Included			Functional
Library010_barcode76	10	76	70	EO70	BL2	1	16	16	16.0	16.0	normal	8.0	Functional	premature_stop	Assigned	Included			Functional
Library010_barcode77	10	77	70	EO70	BL2	1	36	32	32.0	28.0	normal	18.0	Functional	premature_stop	Assigned	Included			Functional
Library010_barcode78	10	78	70	EO70	BL2	1	36	32								Excluded	Step 4b — BLAST coverage filter	32 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode79	10	79	70	EO70	BL2	1	32	28	4.0	4.0	normal	2.0	Functional	premature_stop	Assigned	Included			Functional
Library010_barcode80	10	80	70	EO70	BL2	1	24	24	16.0	16.0	normal	8.0	Functional	premature_stop	Assigned	Included			Functional
Library010_barcode81	10	81	27	EO27	BL4	1	16	16	16.0	16.0	normal	9.0	Functional	premature_stop	Assigned	Included			Functional
Library010_barcode82	10	82	27	EO27	BL4	1	36	20	20.0	20.0	normal	6.0	Functional	premature_stop	Assigned	Included			Functional
Library010_barcode83	10	83	27	EO27	BL4	1	32	28	28.0	28.0	normal	8.0	Functional	premature_stop	Assigned	Included			Functional
Library010_barcode84	10	84	27	EO27	BL4	1	40	24	20.0	20.0	normal	9.0	Functional	mixed	Assigned	Included			Functional
Library010_barcode85	10	85	27	EO27	BL4	1	40	12								Excluded	Step 4b — BLAST coverage filter	12 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode86	10	86	27	EO27	BL4	1	40	20	16.0	16.0	low_functional_rate	4.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library010_barcode87	10	87	27	EO27	BL4	1	36	24	20.0	20.0	low_functional_rate	4.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library010_barcode88	10	88	27	EO27	BL4	1	24	12	12.0	12.0	normal	7.0	Functional	premature_stop	Assigned	Included			Functional
Library010_barcode89	10	89			Unassigned	1	0	0								Excluded	Stage 3 — no assembly	sample present in metadata but no haplotypes assembled by Canu — needs re-sequencing	Re_PCR
Library010_barcode90	10	90	27	EO27	BL4	1	12	12								Excluded	Step 4b — BLAST coverage filter	12 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode91	10	91	27	EO27	BL4	1	16	16								Excluded	Step 4b — BLAST coverage filter	16 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode92	10	92	27	EO27	BL4	1	12	12								Excluded	Step 4b — BLAST coverage filter	12 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode93	10	93	27	EO27	BL4	1	16	16								Excluded	Step 4b — BLAST coverage filter	16 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode94	10	94	27	EO27	BL4	1	8	8	8.0	8.0	normal	8.0	Functional		Assigned	Included			Functional
Library010_barcode95	10	95	27	EO27	BL4	1	16	16								Excluded	Step 4b — BLAST coverage filter	16 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
Library010_barcode96	10	96	27	EO27	BL4	1	52	24								Excluded	Step 4b — BLAST coverage filter	24 haps after Step 4, 0 passed coverage ≥ 0.90 / identity ≥ 95 vs canonical SRK — likely SRK paralogs / off-target; do NOT re-sequence (issue is sequence identity, not coverage)	Re_PCR
